group_name,group_description,id
Production and Specialized Services Managers,Professional Services Managers Not Elsewhere Classified,2230
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Deep-sea Fishery Workers,2231
Personal Services Workers,Beauticians and Related Workers,2232
Science and Engineering Professionals,"Mining Engineers, Metallurgists and Related Professionals",2233
"Metal, Machinery and Related Trades Workers","Blacksmiths, Hammersmiths and Forging Press Workers",2234
Protective Services Workers,Protective Services Workers Not Elsewhere Classified,2235
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Tailors, Dressmakers, Furriers and Hatters",2236
Drivers and Mobile Plant Operators,Ships’ Deck Crews and Related Workers,2237
Information and Communications Technology Professionals,Applications Programmers,2238
"Legal, Social and Cultural Professionals",Creative and Performing Artists Not Elsewhere Classified,2239
Stationary Plant and Machine Operators,Wood Processing Plant Operators,2240
Handicraft and Printing Workers,Musical Instrument Makers and Tuners,2241
Science and Engineering Associate Professionals,"Armed Forces Occupations, Other Ranks",2242
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2243
"Legal, Social, Cultural and Related Associate Professionals",Other Artistic and Cultural Associate Professionals,2244
Information and Communications Technology Professionals,Systems Analysts,2245
Stationary Plant and Machine Operators,Sewing Machine Operators,2246
Health Associate Professionals,Dental Assistants and Therapists,2247
Customer Services Clerks,Travel Consultants and Clerks,2248
Sales Workers,Shop Supervisors,2249
Science and Engineering Associate Professionals,Manufacturing Supervisors,2250
Assemblers,Mechanical Machinery Assemblers,2251
Health Professionals,Health Professionals Not Elsewhere Classified,2252
Health Professionals,Veterinarians,2253
Personal Services Workers,Beauticians and Related Workers,2254
Teaching Professionals,University and Higher Education Teachers,2255
Business and Administration Associate Professionals,Conference and Event Planners,2256
"Legal, Social and Cultural Professionals",Social Work and Counselling Professionals,2257
"Labourers in Mining, Construction, Manufacturing and Transport",Freight Handlers,2258
Administrative and Commercial Managers,Business Services and Administration Managers Not Elsewhere Classified,2259
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2260
Science and Engineering Associate Professionals,Electronics Engineering Technicians,2261
"Agricultural, Forestry and Fishery Labourers",Livestock Farm Labourers,2262
Business and Administration Professionals,Technical and Medical Sales Professionals (excluding ICT),2263
Stationary Plant and Machine Operators,"Packing, Bottling and Labelling Machine Operators",2264
Personal Services Workers,Bartenders,2265
Health Professionals,Environmental and Occupational Health and Hygiene Professionals,2266
Sales Workers,Shopkeepers,2267
"Legal, Social, Cultural and Related Associate Professionals",Other Artistic and Cultural Associate Professionals,2268
"Legal, Social and Cultural Professionals","Philosophers, Historians and Political Scientists",2269
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,2270
Business and Administration Associate Professionals,Accounting Associate Professionals,2271
Science and Engineering Professionals,Environmental Protection Professionals,2272
Teaching Professionals,University and Higher Education Teachers,2273
Health Professionals,Optometrists and Ophthalmic Opticians,2274
Teaching Professionals,Secondary Education Teachers,2275
Business and Administration Associate Professionals,Securities and Finance Dealers and Brokers,2276
Administrative and Commercial Managers,Research and Development Managers,2277
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Butchers, Fishmongers and Related Food Preparers",2278
Business and Administration Associate Professionals,Securities and Finance Dealers and Brokers,2279
Business and Administration Professionals,Public Relations Professionals,2280
"Legal, Social and Cultural Professionals",Visual Artists,2281
"Metal, Machinery and Related Trades Workers",Motor Vehicle Mechanics and Repairers,2282
Sales Workers,Shop Sales Assistants,2283
Electrical and Electronics Trades Workers,Electrical Mechanics and Fitters,2284
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Aquaculture Workers,2285
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Product Graders and Testers (excluding Foods and Beverages),2286
Electrical and Electronics Trades Workers,Information and Communications Technology Installers and Servicers,2287
Stationary Plant and Machine Operators,Wood Processing Plant Operators,2288
Building and Related Trades Workers (excluding Electricians),Building Structure Cleaners,2289
Handicraft and Printing Workers,Print Finishing and Binding Workers,2290
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2291
Production and Specialized Services Managers,Social Welfare Managers,2292
Health Associate Professionals,Pharmaceutical Technicians and Assistants,2293
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2294
Stationary Plant and Machine Operators,Plastic Products Machine Operators,2295
Business and Administration Associate Professionals,Credit and Loans Officers,2296
Science and Engineering Professionals,"Farming, Forestry and Fisheries Advisers",2297
Teaching Professionals,University and Higher Education Teachers,2298
Production and Specialized Services Managers,Child Care Services Managers,2299
Refuse Workers and Other Elementary Workers,Elementary Workers Not Elsewhere Classified,2300
Personal Services Workers,Driving Instructors,2301
Health Professionals,Traditional and Complementary Medicine Professionals,2302
Stationary Plant and Machine Operators,Metal Processing Plant Operators,2303
Business and Administration Professionals,Public Relations Professionals,2304
"Legal, Social and Cultural Professionals",Archivists and Curators,2305
Science and Engineering Associate Professionals,Civil Engineering Technicians,2306
Stationary Plant and Machine Operators,Pulp and Papermaking Plant Operators,2307
Science and Engineering Associate Professionals,Electrical Engineering Technicians,2308
Science and Engineering Professionals,Mechanical Engineers,2309
Numerical and Material Recording Clerks,Transport Clerks,2310
Health Professionals,Dieticians and Nutritionists,2311
Science and Engineering Associate Professionals,Power Production Plant Operators,2312
Business and Administration Associate Professionals,Accounting Associate Professionals,2313
Numerical and Material Recording Clerks,Transport Clerks,2314
Teaching Professionals,University and Higher Education Teachers,2315
"Legal, Social and Cultural Professionals",Psychologists,2316
Assemblers,Mechanical Machinery Assemblers,2317
Business and Administration Associate Professionals,Buyers,2318
Business and Administration Associate Professionals,Government Regulatory Associate Professionals Not Elsewhere Classified,2319
Science and Engineering Associate Professionals,Manufacturing Supervisors,2320
Science and Engineering Professionals,Engineering Professionals Not Elsewhere Classified,2321
Information and Communications Technology Professionals,Web and Multimedia Developers,2322
Science and Engineering Professionals,"Farming, Forestry and Fisheries Advisers",2323
Business and Administration Professionals,Policy Administration Professionals,2324
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2325
Assemblers,Electrical and Electronic Equipment Assemblers,2326
Science and Engineering Professionals,Chemical Engineers,2327
"Metal, Machinery and Related Trades Workers",Metal Working Machine Tool Setters and Operators,2328
Stationary Plant and Machine Operators,"Cement, Stone and Other Mineral Products Machine Operators",2329
Personal Care Workers,Child Care Workers,2330
Health Professionals,Audiologists and Speech Therapists,2331
Science and Engineering Associate Professionals,Draughtspersons,2332
Administrative and Commercial Managers,Sales and Marketing Managers,2333
Science and Engineering Professionals,"Biologists, Botanists, Zoologists and Related Professionals",2334
Teaching Professionals,University and Higher Education Teachers,2335
Market-oriented Skilled Agricultural Workers,Tree and Shrub Crop Growers,2336
"Metal, Machinery and Related Trades Workers",Metal Moulders and Coremakers,2337
Teaching Professionals,University and Higher Education Teachers,2338
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Product Graders and Testers (excluding Foods and Beverages),2339
Numerical and Material Recording Clerks,"Statistical, Finance and Insurance Clerks",2340
Science and Engineering Professionals,Telecommunications Engineers,2341
Drivers and Mobile Plant Operators,Heavy Truck and Lorry Drivers,2342
"Legal, Social and Cultural Professionals",Social Work and Counselling Professionals,2343
Science and Engineering Professionals,Geologists and Geophysicists,2344
"Legal, Social, Cultural and Related Associate Professionals",Social Work Associate Professionals,2345
Handicraft and Printing Workers,Musical Instrument Makers and Tuners,2346
"Chief Executives, Senior Officials and Legislators",Managing Directors and Chief Executives,2347
Protective Services Workers,Security Guards,2348
"Chief Executives, Senior Officials and Legislators",Commissioned Armed Forces Officers,2349
Production and Specialized Services Managers,Manufacturing Managers,2350
"Legal, Social and Cultural Professionals",Legal Professionals Not Elsewhere Classified,2351
"Chief Executives, Senior Officials and Legislators",Commissioned Armed Forces Officers,2352
Stationary Plant and Machine Operators,Paper Products Machine Operators,2353
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2354
"Legal, Social and Cultural Professionals",Dancers and Choreographers,2355
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,2356
Business and Administration Associate Professionals,Government Tax and Excise Officials,2357
Sales Workers,Shop Supervisors,2358
"Legal, Social, Cultural and Related Associate Professionals",Fitness and Recreation Instructors and Programme Leaders,2359
Health Associate Professionals,Community Health Workers,2360
Handicraft and Printing Workers,Musical Instrument Makers and Tuners,2361
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,2362
Science and Engineering Associate Professionals,Manufacturing Supervisors,2363
Science and Engineering Associate Professionals,Civil Engineering Technicians,2364
Business and Administration Associate Professionals,Trade Brokers,2365
"Metal, Machinery and Related Trades Workers",Welders and Flame Cutters,2366
Sales Workers,Stall and Market Salespersons,2367
"Labourers in Mining, Construction, Manufacturing and Transport",Freight Handlers,2368
Other Clerical Support Workers,Clerical Support Workers Not Elsewhere Classified,2369
Business and Administration Associate Professionals,Business Services Agents Not Elsewhere Classified,2370
Business and Administration Associate Professionals,Trade Brokers,2371
Health Associate Professionals,Environmental and Occupational Health Inspectors and Associates,2372
Electrical and Electronics Trades Workers,Electrical Line Installers and Repairers ,2373
Business and Administration Associate Professionals,Administrative and Executive Secretaries,2374
Science and Engineering Professionals,Geologists and Geophysicists,2375
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Hunters and Trappers,2376
Science and Engineering Associate Professionals,Physical and Engineering Science Technicians Not Elsewhere Classified,2377
Science and Engineering Professionals,Engineering Professionals Not Elsewhere Classified,2378
Teaching Professionals,University and Higher Education Teachers,2379
Science and Engineering Professionals,Environmental Engineers,2380
"Agricultural, Forestry and Fishery Labourers",Mixed Crop and Livestock Farm Labourers,2381
Drivers and Mobile Plant Operators,"Railway Brake, Signal and Switch Operators",2382
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Upholsterers and Related Workers,2383
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,2384
Science and Engineering Associate Professionals,"Armed Forces Occupations, Other Ranks",2385
Administrative and Commercial Managers,Policy and Planning Managers,2386
Science and Engineering Associate Professionals,Chemical Engineering Technicians,2387
Business and Administration Professionals,Technical and Medical Sales Professionals (excluding ICT),2388
Business and Administration Associate Professionals,Securities and Finance Dealers and Brokers,2389
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Upholsterers and Related Workers,2390
Science and Engineering Professionals,Graphic and Multimedia Designers,2391
Science and Engineering Associate Professionals,Civil Engineering Technicians,2392
Production and Specialized Services Managers,Education Managers,2393
Handicraft and Printing Workers,"Glass Makers, Cutters, Grinders and Finishers",2394
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2395
Science and Engineering Associate Professionals,Manufacturing Supervisors,2396
Business and Administration Professionals,Accountants,2397
"Metal, Machinery and Related Trades Workers",Riggers and Cable Splicers,2398
Drivers and Mobile Plant Operators,Earthmoving and Related Plant Operators,2399
Business and Administration Professionals,Policy Administration Professionals,2400
"Metal, Machinery and Related Trades Workers",Metal Working Machine Tool Setters and Operators,2401
Science and Engineering Professionals,Non-commissioned Armed Forces Officers,2402
Drivers and Mobile Plant Operators,Earthmoving and Related Plant Operators,2403
Administrative and Commercial Managers,Business Services and Administration Managers Not Elsewhere Classified,2404
Business and Administration Associate Professionals,Government Regulatory Associate Professionals Not Elsewhere Classified,2405
Assemblers,Electrical and Electronic Equipment Assemblers,2406
Cleaners and Helpers,"Cleaners and Helpers in Offices, Hotels and Other Establishments",2407
Science and Engineering Professionals,Graphic and Multimedia Designers,2408
Cleaners and Helpers,Domestic Cleaners and Helpers,2409
"Legal, Social and Cultural Professionals",Journalists,2410
Science and Engineering Associate Professionals,Chemical Processing Plant Controllers,2411
Science and Engineering Associate Professionals,Civil Engineering Technicians,2412
Teaching Professionals,Other Arts Teachers,2413
Business and Administration Associate Professionals,Buyers,2414
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Product Graders and Testers (excluding Foods and Beverages),2415
Production and Specialized Services Managers,Professional Services Managers Not Elsewhere Classified,2416
Science and Engineering Professionals,"Biologists, Botanists, Zoologists and Related Professionals",2417
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2418
Sales Workers,Shop Sales Assistants,2419
Science and Engineering Associate Professionals,Ships’ Engineers,2420
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Upholsterers and Related Workers,2421
Business and Administration Professionals,Accountants,2422
Administrative and Commercial Managers,Advertising and Public Relations Managers,2423
"Labourers in Mining, Construction, Manufacturing and Transport",Freight Handlers,2424
Information and Communications Technology Professionals,Systems Analysts,2425
"Metal, Machinery and Related Trades Workers",Welders and Flame Cutters,2426
Business and Administration Associate Professionals,Police Inspectors and Detectives,2427
"Legal, Social and Cultural Professionals",Social Work and Counselling Professionals,2428
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Shoemakers and Related Workers,2429
Stationary Plant and Machine Operators,"Metal Finishing, Plating and Coating Machine Operators",2430
"Hospitality, Retail and Other Services Managers","Sports, Recreation and Cultural Centre Managers",2431
"Legal, Social and Cultural Professionals","Film, Stage and Related Directors and Producers",2432
Information and Communications Technicians,Broadcasting and Audiovisual Technicians,2433
Handicraft and Printing Workers,Pre-press Technicians,2434
Business and Administration Associate Professionals,Trade Brokers,2435
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Woodworking Machine Tool Setters and Operators,2436
Science and Engineering Associate Professionals,Construction Supervisors,2437
Production and Specialized Services Managers,Financial and Insurance Services Branch Managers,2438
Health Associate Professionals,Physiotherapy Technicians and Assistants,2439
Business and Administration Associate Professionals,Real Estate Agents and Property Managers,2440
Information and Communications Technology Professionals,Computer Network Professionals,2441
Handicraft and Printing Workers,Pre-press Technicians,2442
Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified",2443
"Legal, Social and Cultural Professionals","Musicians, Singers and Composers",2444
Health Professionals,Health Professionals Not Elsewhere Classified,2445
Production and Specialized Services Managers,Professional Services Managers Not Elsewhere Classified,2446
Administrative and Commercial Managers,Policy and Planning Managers,2447
Sales Workers,Fashion and Other Models,2448
"Metal, Machinery and Related Trades Workers",Agricultural and Industrial Machinery Mechanics and Repairers,2449
"Metal, Machinery and Related Trades Workers","Metal Polishers, Wheel Grinders and Tool Sharpeners",2450
Electrical and Electronics Trades Workers,Information and Communications Technology Installers and Servicers,2451
Information and Communications Technology Professionals,Software Developers,2452
Handicraft and Printing Workers,Musical Instrument Makers and Tuners,2453
Science and Engineering Associate Professionals,Process Control Technicians Not Elsewhere Classified,2454
Production and Specialized Services Managers,Financial and Insurance Services Branch Managers,2455
Health Associate Professionals,Medical and Pathology Laboratory Technicians ,2456
Teaching Professionals,Vocational Education Teachers,2457
Customer Services Clerks,"Bookmakers, Croupiers and Related Gaming Workers",2458
Health Associate Professionals,Dental Assistants and Therapists,2459
"Metal, Machinery and Related Trades Workers",Toolmakers and Related Workers,2460
Business and Administration Professionals,Technical and Medical Sales Professionals (excluding ICT),2461
Science and Engineering Professionals,Product and Garment Designers,2462
Science and Engineering Professionals,Product and Garment Designers,2463
Health Associate Professionals,Health Associate Professionals Not Elsewhere Classified,2464
Personal Services Workers,Personal Services Workers Not Elsewhere Classified,2465
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Tailors, Dressmakers, Furriers and Hatters",2466
Market-oriented Skilled Agricultural Workers,Poultry Producers,2467
"Legal, Social and Cultural Professionals",Legal Professionals Not Elsewhere Classified,2468
Production and Specialized Services Managers,Education Managers,2469
"Legal, Social and Cultural Professionals","Musicians, Singers and Composers",2470
Business and Administration Associate Professionals,Real Estate Agents and Property Managers,2471
Science and Engineering Associate Professionals,Petroleum and Natural Gas Refining Plant Operators,2472
Science and Engineering Associate Professionals,Mechanical Engineering Technicians,2473
Business and Administration Professionals,Financial and Investment Advisers,2474
Business and Administration Professionals,Advertising and Marketing Professionals,2475
Science and Engineering Professionals,Chemical Engineers,2476
Business and Administration Associate Professionals,"Statistical, Mathematical and Related Associate Professionals",2477
Production and Specialized Services Managers,Professional Services Managers Not Elsewhere Classified,2478
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,2479
"Legal, Social and Cultural Professionals",Journalists,2480
"Labourers in Mining, Construction, Manufacturing and Transport",Shelf Fillers,2481
Market-oriented Skilled Agricultural Workers,Gardeners; Horticultural and Nursery Growers,2482
"Legal, Social and Cultural Professionals",Journalists,2483
Business and Administration Associate Professionals,Trade Brokers,2484
Production and Specialized Services Managers,Education Managers,2485
Personal Care Workers,Health Care Assistants,2486
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2487
Stationary Plant and Machine Operators,Well Drillers and Borers and Related Workers,2488
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Product Graders and Testers (excluding Foods and Beverages),2489
Business and Administration Professionals,Personnel and Careers Professionals,2490
Information and Communications Technology Professionals,Systems Analysts,2491
Personal Services Workers,Beauticians and Related Workers,2492
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2493
Science and Engineering Associate Professionals,Incinerator and Water Treatment Plant Operators,2494
Assemblers,Electrical and Electronic Equipment Assemblers,2495
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2496
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Aquaculture Workers,2497
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Butchers, Fishmongers and Related Food Preparers",2498
Science and Engineering Associate Professionals,Aircraft Pilots and Related Associate Professionals,2499
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Butchers, Fishmongers and Related Food Preparers",2500
Protective Services Workers,Firefighters,2501
Business and Administration Professionals,Policy Administration Professionals,2502
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,2503
Science and Engineering Associate Professionals,Aircraft Pilots and Related Associate Professionals,2504
Stationary Plant and Machine Operators,Glass and Ceramics Plant Operators,2505
Science and Engineering Associate Professionals,Physical and Engineering Science Technicians Not Elsewhere Classified,2506
"Metal, Machinery and Related Trades Workers",Riggers and Cable Splicers,2507
Personal Services Workers,Companions and Valets,2508
Science and Engineering Professionals,Graphic and Multimedia Designers,2509
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,2510
Science and Engineering Professionals,Graphic and Multimedia Designers,2511
Personal Services Workers,Beauticians and Related Workers,2512
Personal Services Workers,Waiters,2513
"Hospitality, Retail and Other Services Managers",Restaurant Managers,2514
"Chief Executives, Senior Officials and Legislators",Legislators,2515
Stationary Plant and Machine Operators,Wood Processing Plant Operators,2516
Science and Engineering Professionals,Graphic and Multimedia Designers,2517
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2518
"Legal, Social, Cultural and Related Associate Professionals",Other Artistic and Cultural Associate Professionals,2519
Sales Workers,Sales Workers Not Elsewhere Classified,2520
"Legal, Social and Cultural Professionals",Social Work and Counselling Professionals,2521
Science and Engineering Professionals,"Mining Engineers, Metallurgists and Related Professionals",2522
Business and Administration Professionals,Policy Administration Professionals,2523
"Legal, Social, Cultural and Related Associate Professionals",Other Artistic and Cultural Associate Professionals,2524
Science and Engineering Professionals,Industrial and Production Engineers,2525
Personal Services Workers,Undertakers and Embalmers,2526
"Metal, Machinery and Related Trades Workers",Metal Working Machine Tool Setters and Operators,2527
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2528
Numerical and Material Recording Clerks,Stock Clerks,2529
Science and Engineering Professionals,Civil Engineers,2530
Science and Engineering Professionals,Mechanical Engineers,2531
Assemblers,Assemblers Not Elsewhere Classified,2532
Numerical and Material Recording Clerks,Transport Clerks,2533
Science and Engineering Associate Professionals,Draughtspersons,2534
Information and Communications Technicians,Telecommunications Engineering Technicians,2535
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Aquaculture Workers,2536
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,2537
Stationary Plant and Machine Operators,"Fibre Preparing, Spinning and Winding Machine Operators",2538
Teaching Professionals,Education Methods specialists,2539
Science and Engineering Professionals,Cartographers and Surveyors,2540
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,2541
Other Clerical Support Workers,Personnel Clerks,2542
Science and Engineering Professionals,Geologists and Geophysicists,2543
Business and Administration Professionals,Policy Administration Professionals,2544
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2545
Administrative and Commercial Managers,Sales and Marketing Managers,2546
Business and Administration Professionals,Training and Staff Development Professionals,2547
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2548
Business and Administration Professionals,Financial and Investment Advisers,2549
Business and Administration Professionals,Accountants,2550
"Labourers in Mining, Construction, Manufacturing and Transport",Civil Engineering Labourers,2551
Science and Engineering Associate Professionals,Incinerator and Water Treatment Plant Operators,2552
Electrical and Electronics Trades Workers,Electronics Mechanics and Servicers,2553
Stationary Plant and Machine Operators,"Packing, Bottling and Labelling Machine Operators",2554
Business and Administration Associate Professionals,Government Regulatory Associate Professionals Not Elsewhere Classified,2555
Sales Workers,Shop Sales Assistants,2556
Assemblers,Electrical and Electronic Equipment Assemblers,2557
"Legal, Social and Cultural Professionals","Translators, Interpreters and Other Linguists",2558
Science and Engineering Associate Professionals,Mechanical Engineering Technicians,2559
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,2560
Administrative and Commercial Managers,Sales and Marketing Managers,2561
Teaching Professionals,University and Higher Education Teachers,2562
Science and Engineering Associate Professionals,Chemical Engineering Technicians,2563
Personal Services Workers,Personal Services Workers Not Elsewhere Classified,2564
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2565
Handicraft and Printing Workers,"Signwriters, Decorative Painters, Engravers and Etchers",2566
"Legal, Social and Cultural Professionals",Journalists,2567
Production and Specialized Services Managers,Professional Services Managers Not Elsewhere Classified,2568
Production and Specialized Services Managers,Professional Services Managers Not Elsewhere Classified,2569
Stationary Plant and Machine Operators,Sewing Machine Operators,2570
Science and Engineering Professionals,Mechanical Engineers,2571
Business and Administration Associate Professionals,Buyers,2572
"Metal, Machinery and Related Trades Workers",Metal Moulders and Coremakers,2573
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2574
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2575
Personal Services Workers,Undertakers and Embalmers,2576
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Food and Beverage Tasters and Graders,2577
Handicraft and Printing Workers,Jewellery and Precious Metal Workers,2578
Science and Engineering Associate Professionals,Manufacturing Supervisors,2579
"Legal, Social and Cultural Professionals",Social Work and Counselling Professionals,2580
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2581
Information and Communications Technicians,Web Technicians,2582
Drivers and Mobile Plant Operators,"Crane, Hoist and Related Plant Operators",2583
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Shoemakers and Related Workers,2584
Science and Engineering Professionals,Industrial and Production Engineers,2585
Information and Communications Technicians,Broadcasting and Audiovisual Technicians,2586
Science and Engineering Associate Professionals,Electronics Engineering Technicians,2587
Business and Administration Associate Professionals,Office Supervisors,2588
Building and Related Trades Workers (excluding Electricians),Building Frame and Related Trades Workers Not Elsewhere Classified,2589
Business and Administration Associate Professionals,Real Estate Agents and Property Managers,2590
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2591
Drivers and Mobile Plant Operators,Ships’ Deck Crews and Related Workers,2592
"Labourers in Mining, Construction, Manufacturing and Transport",Freight Handlers,2593
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2594
Health Associate Professionals,Environmental and Occupational Health Inspectors and Associates,2595
Sales Workers,Sales Workers Not Elsewhere Classified,2596
Business and Administration Associate Professionals,Trade Brokers,2597
Science and Engineering Associate Professionals,Civil Engineering Technicians,2598
Business and Administration Professionals,Advertising and Marketing Professionals,2599
Business and Administration Professionals,Financial and Investment Advisers,2600
Handicraft and Printing Workers,Precision-instrument Makers and Repairers,2601
Science and Engineering Associate Professionals,Draughtspersons,2602
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2603
Stationary Plant and Machine Operators,Rubber Products Machine Operators,2604
Production and Specialized Services Managers,Mining Managers,2605
Business and Administration Professionals,Accountants,2606
Stationary Plant and Machine Operators,Laundry Machine Operators,2607
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Bakers, Pastry-cooks and Confectionery Makers",2608
Science and Engineering Professionals,Environmental Protection Professionals,2609
Business and Administration Professionals,Advertising and Marketing Professionals,2610
Science and Engineering Professionals,Chemists,2611
Sales Workers,Shop Sales Assistants,2612
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2613
Science and Engineering Professionals,Engineering Professionals Not Elsewhere Classified,2614
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2615
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Aquaculture Workers,2616
Business and Administration Associate Professionals,Trade Brokers,2617
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2618
Information and Communications Technology Professionals,Computer Network Professionals,2619
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2620
"Legal, Social, Cultural and Related Associate Professionals",Other Artistic and Cultural Associate Professionals,2621
Sales Workers,Shop Sales Assistants,2622
Science and Engineering Professionals,Civil Engineers,2623
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Cabinet-makers and Related Workers,2624
Science and Engineering Professionals,Town and Traffic Planners,2625
Handicraft and Printing Workers,Handicraft Workers Not Elsewhere Classified,2626
Production and Specialized Services Managers,Education Managers,2627
Business and Administration Professionals,Advertising and Marketing Professionals,2628
Refuse Workers and Other Elementary Workers,Elementary Workers Not Elsewhere Classified,2629
Stationary Plant and Machine Operators,Glass and Ceramics Plant Operators,2630
Business and Administration Associate Professionals,Government Licensing Officials,2631
Information and Communications Technology Professionals,Systems Analysts,2632
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,2633
Food Preparation Assistants,Kitchen Helpers,2634
Science and Engineering Professionals,"Farming, Forestry and Fisheries Advisers",2635
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2636
Personal Services Workers,Bartenders,2637
Business and Administration Associate Professionals,Securities and Finance Dealers and Brokers,2638
Administrative and Commercial Managers,Policy and Planning Managers,2639
Production and Specialized Services Managers,Information and Communications Technology Services Managers,2640
Science and Engineering Professionals,Chemical Engineers,2641
Production and Specialized Services Managers,Professional Services Managers Not Elsewhere Classified,2642
Science and Engineering Associate Professionals,Manufacturing Supervisors,2643
Assemblers,Assemblers Not Elsewhere Classified,2644
Refuse Workers and Other Elementary Workers,Elementary Workers Not Elsewhere Classified,2645
Information and Communications Technology Professionals,Systems Analysts,2646
Science and Engineering Associate Professionals,Manufacturing Supervisors,2647
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2648
"Legal, Social and Cultural Professionals",Archivists and Curators,2649
Science and Engineering Professionals,Environmental Protection Professionals,2650
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2651
Science and Engineering Associate Professionals,Ships’ Deck Officers and Pilots,2652
Business and Administration Associate Professionals,Trade Brokers,2653
Business and Administration Professionals,Personnel and Careers Professionals,2654
Building and Related Trades Workers (excluding Electricians),Floor Layers and Tile Setters,2655
"Chief Executives, Senior Officials and Legislators",Commissioned Armed Forces Officers,2656
Handicraft and Printing Workers,Jewellery and Precious Metal Workers,2657
Production and Specialized Services Managers,Education Managers,2658
"Chief Executives, Senior Officials and Legislators",Commissioned Armed Forces Officers,2659
Business and Administration Associate Professionals,Trade Brokers,2660
"Labourers in Mining, Construction, Manufacturing and Transport",Freight Handlers,2661
"Legal, Social, Cultural and Related Associate Professionals",Other Artistic and Cultural Associate Professionals,2662
Production and Specialized Services Managers,Manufacturing Managers,2663
Health Professionals,Dentists,2664
Science and Engineering Associate Professionals,Air Traffic Controllers,2665
Refuse Workers and Other Elementary Workers,Garbage and Recycling Collectors,2666
"Legal, Social and Cultural Professionals",Authors and Related Writers,2667
Science and Engineering Associate Professionals,Construction Supervisors,2668
