id,concept_type,concept_uri,preferred_label,isco_level_1,isco_level_2,isco_level_3,isco_level_4,is_top_level,job_zone,education_level,related_work_experience,on_the_job_training,annual_earnings,total_paid_hours,employment_count,employment_share,risk,prevalence,risk_category,onet_code,onet_occupation,level_1,level_2,skills_based_sector_code,sub_sector_code,skills_based_sector,sub_sector,remote_labor_index,physical_proximity,exposure_score
67,Occupation,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,software analyst,2,25,251,2512,True,4.0,6.2388,7.2145,4.2303000000000015,42158.81578947369,36.80613718411553,25432.0,0.0007910048845391599,3.386086734693877,0.4383673469387756,Other,15-1132.00,"software developers, applications",11,46,12,12.2,ict workers,developers & testers,0.642857143,0.4975000000000001,0.4215193605962839
68,Occupation,http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,1,12,121,1211,False,4.0,5.44,7.847299999999999,3.7372,46440.84126984127,34.68008298755187,,,3.5490633866391543,0.2931390250193449,High risk,11-3031.02,"financial managers, branch or department",1,7,2,2.2,business & administration workers,accounting & financial services workers,0.75,0.525,0.36228441865473604
69,Occupation,http://data.europa.eu/esco/occupation/0552ff45-b282-455c-b431-fb05a0e00801,foundry manager,1,12,121,1219,False,4.0,4.916600000000002,7.8744999999999985,4.493,34973.799761620976,35.49536082474228,,,3.49500107487255,0.21190344573429148,Other,11-3051.00,industrial production managers,1,6,2,2.1,business & administration workers,"process managers, supervisors & coordinators",0.577777778,0.5525,0.4829883825259154
70,Occupation,http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,7,74,742,7422,True,3.0,3.3521,4.9081,4.7157,33814.26573426573,40.284065934065936,6352.0,0.00019755244686110656,3.3897804318976954,0.8207745204487874,Low risk,49-2022.00,"telecommunications equipment installers and repairers, except line installers",0,2,1,1.3,"technicians, construction, transport & security workers","industrial technicians, mechanics & repairers",0.28,0.6225,0.6694774081326421
71,Occupation,http://data.europa.eu/esco/occupation/056f1849-7ff8-4d6f-9b8a-176a610bba44,promotions demonstrator,5,52,524,5242,True,2.0,1.6889,1.6364,1.7532,18235.44101123596,30.48,22317.0,0.0006941218161011691,3.6166235967544735,0.21562743136601087,High risk,41-9011.00,demonstrators and product promoters,2,14,3,3.4,sales & services workers,retail & sales workers,0.571428571,0.6725,0.5368559266716723
72,Occupation,http://data.europa.eu/esco/occupation/0599d0e7-398f-464b-97bb-427686f27d50,maritime instructor,2,23,232,2320,False,3.0,5.252000000000002,8.2972,3.8284,27240.768115942028,26.248387096774195,,,3.5671906154459663,0.4946165093712616,Other,25-1194.00,"vocational education teachers, postsecondary",6,28,7,7.1,education workers,instructors & vocational teachers,0.7333333329999999,0.7575000000000001,0.4494441013657873
73,Occupation,http://data.europa.eu/esco/occupation/05a06850-d465-481e-9d68-792d4ad1da3e,foreign exchange trader,3,33,331,3311,False,4.0,5.1091,6.5497000000000005,3.5405,35258.0,35.15000000000001,,,3.562178205448637,0.050737315671082216,High risk,41-3031.03,securities and commodities traders,1,7,2,2.2,business & administration workers,accounting & financial services workers,0.818181818,0.665,0.3477198456085013
74,Occupation,http://data.europa.eu/esco/occupation/05a55bb3-68d6-4ff0-83fd-46a68a45a598,aerospace engineering technician,3,31,311,3115,False,3.0,4.8745,7.523099999999999,5.2231999999999985,30984.049441786283,39.91959459459459,,,3.5842620232172484,0.5855721393034827,Other,17-3027.00,mechanical engineering technicians,4,22,5,5.3,engineers & researchers,"mechanical engineers, designers & drafters",0.6,0.5975,0.4888762624632127
75,Occupation,http://data.europa.eu/esco/occupation/05ae3e87-36ad-428f-a086-8a2ed458db3b,table saw operator,8,81,817,8172,False,2.0,2.0675,3.5657,3.4827000000000004,22093.6231884058,40.68173076923077,,,3.5038492063492064,0.7423611111111109,Other,51-7041.00,"sawing machine setters, operators, and tenders, wood",3,18,4,4.3,manufacturing workers,craftspersons & carpenters,0.1,0.57,0.7162401831787993
76,Occupation,http://data.europa.eu/esco/occupation/05ebeb56-6ceb-488d-ba91-ed15088efc8e,bridge construction supervisor,3,31,312,3123,False,3.0,2.8266000000000004,7.5779,6.2029000000000005,31760.00456621005,38.2632183908046,,,3.3669818166296746,0.727164077172614,Other,47-1011.00,first-line supervisors of construction trades and extraction workers,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.411764706,0.7075,0.6451174083103013
77,Occupation,http://data.europa.eu/esco/occupation/05f321f8-055b-407d-bf19-e0ddabda56b7,bricklayer,7,71,711,7112,True,2.0,2.2139,5.3472,5.4158,26920.986301369863,41.40493827160494,42910.0,0.0013346092616633976,3.1970093415563214,0.9145655722836928,Low risk,47-2021.00,brickmasons and blockmasons,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.230769231,0.8274999999999999,0.7978336050502636
78,Occupation,http://data.europa.eu/esco/occupation/05f6eaeb-b285-46bd-a44a-225bd429e329,meat cutter,7,75,751,7511,True,2.0,1.9662,5.4019,4.2793,20567.791139240508,39.35027322404372,2860.0,8.89442922509065e-05,3.5001692405331086,0.8218743389041675,Other,51-3021.00,butchers and meat cutters,8,35,9,9.1,food & tobacco production workers,food & tobacco production workers,0.4,0.7649999999999999,0.6774953874381728
79,Occupation,http://data.europa.eu/esco/occupation/0611f232-b30e-46c7-9c26-2d59b1448e79,criminologist,2,26,263,2632,True,4.0,4.7967,4.9906,4.6037,36551.41452991453,34.15661375661376,16730.0,0.0005203367450888023,3.459278148990617,0.6990332669889112,Other,19-4092.00,forensic science technicians,4,20,5,5.1,engineers & researchers,researchers & science technicians,0.272727273,0.675,0.700649049613999
80,Occupation,http://data.europa.eu/esco/occupation/061f56c6-36eb-4aa7-b5ef-98b7a569da1c,video operator,3,35,352,3521,False,3.0,4.0311,6.403,4.7095,25473.18867924528,36.58888888888889,,,3.4757049534730715,0.7492245511796224,Other,27-4012.00,broadcast technicians,5,23,6,6.1,arts & media workers,art & media technicians,0.384615385,0.5125,0.5615911459304713
81,Occupation,http://data.europa.eu/esco/occupation/062d666b-8b5f-4ff2-9047-113831eb3e9f,fish and seafood specialised seller,5,52,522,5223,False,2.0,2.3097000000000003,4.0499,2.8367,13618.307949790797,26.772758860319676,,,3.578497023809524,0.2411275831087152,High risk,41-2031.00,retail salespersons,2,14,3,3.4,sales & services workers,retail & sales workers,0.6315789470000001,0.685,0.5023628383001673
82,Occupation,http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9,oil and gas production manager,1,13,132,1322,False,4.0,6.2073,7.7984,5.4026999999999985,45669.05825242718,39.344262295081975,,,3.4363423766583754,0.5253420398009949,Other,17-2151.00,"mining and geological engineers, including mining safety engineers",0,5,1,1.6,"technicians, construction, transport & security workers",mining engineers & technicians,0.636363636,0.4775,0.41669696880347
83,Occupation,http://data.europa.eu/esco/occupation/06351e17-67c4-44bc-adf7-64b73f92c3b5,metallurgical technician,3,31,311,3117,True,4.0,7.3071,6.256399999999998,4.0772,27504.553459119496,38.488444444444454,6784.0,0.00021099122761900624,3.4508462811682414,0.5697581291045972,Other,17-2131.00,materials engineers,0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.55,0.4475,0.4487482590495477
84,Occupation,http://data.europa.eu/esco/occupation/06461fc3-1274-40a1-9322-dfc2753f5eea,spinning textile technician,8,81,815,8151,True,2.0,1.4615999999999998,2.0343,2.6491,24441.0,39.16949152542373,1883.0,5.857536386501918e-05,3.5732129521397487,0.7891096824469122,Other,51-6064.00,"textile winding, twisting, and drawing out machine setters, operators, and tenders",7,33,8,8.2,"textile, clothing, leather & footwear manufacturing workers",textile workers,0.095238095,0.635,0.7579734887679119
85,Occupation,http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77,resilient floor layer,7,71,712,7122,True,2.0,1.9937,3.8248,6.3361,23936.857142857138,38.816666666666656,17350.0,0.0005396197193931923,3.384690074539035,0.6837975676735976,Other,47-2042.00,"floor layers, except carpet, wood, and hard tiles",0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.0,0.7,0.8366600265340756
86,Occupation,http://data.europa.eu/esco/occupation/0663da10-e42c-41e8-992c-07d00ac97bea,textile quality technician,3,31,311,3119,False,4.0,6.050000000000002,7.45,3.95,27329.90341753343,35.66,,,3.5474020594153166,0.5388803408687418,Other,17-2199.02,validation engineers,7,33,8,8.2,"textile, clothing, leather & footwear manufacturing workers",textile workers,0.565217391,0.5875,0.5054055626796167
87,Occupation,http://data.europa.eu/esco/occupation/066a9d8f-3948-409c-a3cf-ed8ed37cfe22,curing room worker,7,75,751,7516,True,2.0,2.045,3.2805,3.5332000000000003,20080.0,38.71333333333333,2860.0,8.89442922509065e-05,3.472875047116472,0.7845206684256816,Other,51-3091.00,"food and tobacco roasting, baking, and drying machine operators and tenders",8,35,9,9.1,food & tobacco production workers,food & tobacco production workers,0.055555556,0.345,0.5708181261838134
88,Occupation,http://data.europa.eu/esco/occupation/066fe11d-10e4-4fec-bd27-3e78797500b9,enameller,8,81,812,8122,True,2.0,1.7289,2.4444,2.7162,22295.4,39.965131578947364,645.0,2.0059523747455083e-05,3.4029755658166296,0.9561339070206736,Low risk,51-9121.00,"coating, painting, and spraying machine setters, operators, and tenders",3,16,4,4.1,manufacturing workers,metal workers & machine operators,0.052631579000000005,0.74,0.8372888578859747
89,Occupation,http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815,recruitment consultant,2,24,242,2423,True,4.0,5.767,7.1048,4.6472,28494.460916442047,35.31977777777778,36261.0,0.001127823135065743,3.70309547416307,0.2595357517788405,High risk,13-1071.00,human resources specialists,1,8,2,2.3,business & administration workers,"assistants, clerks & legal workers",0.6,0.4125,0.406201920231798
90,Occupation,http://data.europa.eu/esco/occupation/068c2787-58ff-468e-bbb6-c4e5dd6ee482,actuarial consultant,2,21,212,2120,True,4.0,6.75,4.9684,5.8132,36135.290249433114,35.49448669201521,9184.0,0.00028565123042770696,3.5363251155624034,0.4488223640766013,High risk,15-2011.00,actuaries,1,7,2,2.2,business & administration workers,accounting & financial services workers,0.833333333,0.35250000000000004,0.24238399311320044
91,Occupation,http://data.europa.eu/esco/occupation/068df7d1-516f-4829-b339-294cb0cf6318,lighting designer,3,34,343,3435,True,4.0,5.9518,5.35,5.3500000000000005,19027.489776951672,29.200805270863828,8667.0,0.00026956601551041863,3.3985302197802203,0.6901098901098901,Other,27-1025.00,interior designers,5,23,6,6.1,arts & media workers,art & media technicians,0.666666667,0.525,0.4183300130578728
92,Occupation,http://data.europa.eu/esco/occupation/06ac0f53-431e-4bc6-acb8-2f5da041b5d3,dance répétiteur,2,26,265,2653,False,4.0,5.0,7.189100000000002,3.2853,13830.0,27.7,,,3.3328903769156426,0.8917575590225044,Low risk,27-2032.00,choreographers,5,26,6,6.4,arts & media workers,perfomers,0.5,1.0,0.7071067811865476
93,Occupation,http://data.europa.eu/esco/occupation/06bd6285-13ed-4ea7-90cc-e9638a0600a9,automotive battery technician,7,74,741,7412,True,3.0,3.132,5.2154,4.1054,32003.736923076918,41.7291777188329,20034.0,0.0006231112045057253,3.3167163696464503,0.9185110663983902,Low risk,49-2092.00,"electric motor, power tool, and related repairers",0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.083333333,0.5975,0.7400731947128608
94,Occupation,http://data.europa.eu/esco/occupation/06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184,footwear designer,2,21,216,2163,False,4.0,5.3921,6.3672,3.8654,25069.0,33.46551724137931,,,3.370764544025157,0.6586084905660377,Other,27-1021.00,commercial and industrial designers,7,32,8,8.1,"textile, clothing, leather & footwear manufacturing workers",shoe & leather manufacturing workers,0.666666667,0.485,0.402077935859455
95,Occupation,http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763,public employment service manager,2,24,242,2423,True,5.0,7.6164,4.4952000000000005,3.5189999999999997,28494.460916442047,35.31977777777778,36261.0,0.001127823135065743,3.4868768328445747,0.463506028022157,Other,21-1012.00,"educational, guidance, school, and vocational counselors",1,6,2,2.1,business & administration workers,"process managers, supervisors & coordinators",0.666666667,0.6425,0.46278144566577
96,Occupation,http://data.europa.eu/esco/occupation/072279cf-ed39-47e7-af23-ee6df571eb24,clothing product grader,7,75,753,7532,True,3.0,3.5125,6.7079,5.6053,16576.0,36.815384615384616,1748.0,5.436989257492068e-05,3.69184790514984,0.5545533895839395,Other,51-6092.00,fabric and apparel patternmakers,7,34,8,8.3,"textile, clothing, leather & footwear manufacturing workers",clothing manufacturing workers,0.272727273,0.4925000000000001,0.5984829304562496
97,Occupation,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,public administration manager,1,11,111,1112,True,5.0,7.536299999999999,9.2488,3.3772,54676.14592274678,35.68129770992366,969.0,3.014254195973197e-05,3.4998501168144034,0.35662749948464234,Other,11-1011.00,chief executives,1,10,2,2.5,business & administration workers,public officials,0.7142857140000001,0.4325,0.35152728015760026
98,Occupation,http://data.europa.eu/esco/occupation/075e4d25-74b3-46fb-9b6e-6b53cdb196e7,credit analyst,3,33,331,3312,False,4.0,4.5804,4.4682,3.8115,28168.759740259735,34.076146788990826,,,3.589149027154157,0.32157365832798807,High risk,13-2071.00,credit counselors,1,7,2,2.2,business & administration workers,accounting & financial services workers,0.826086957,0.4775,0.2881726531655979
99,Occupation,http://data.europa.eu/esco/occupation/0763c810-8ac6-4e39-867d-780a11af26e0,plumbing supervisor,3,31,312,3123,False,3.0,2.8266000000000004,7.5779,6.2029000000000005,31760.00456621005,38.2632183908046,,,3.3669818166296746,0.727164077172614,Other,47-1011.00,first-line supervisors of construction trades and extraction workers,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.411764706,0.7075,0.6451174083103013
100,Occupation,http://data.europa.eu/esco/occupation/076d23f3-a689-4f1a-8b55-ae870c9aaa85,securities analyst,2,24,241,2413,False,4.0,6.6944,7.836699999999999,4.9258,38150.69111969112,36.06894343649947,,,3.5649549512316088,0.338237725243842,High risk,13-2051.00,financial analysts,1,7,2,2.2,business & administration workers,accounting & financial services workers,0.692307692,0.47,0.380283295399627
101,Occupation,http://data.europa.eu/esco/occupation/07b91f36-8272-493a-8e1c-5625e77efe68,dancer,2,26,265,2653,True,3.0,1.9387,4.2111,2.5876,13830.0,27.7,7750.0,0.00024103977068610737,3.1450010254306804,0.9185808039376536,Low risk,27-2031.00,dancers,5,26,6,6.4,arts & media workers,perfomers,0.2,0.9775,0.8843076387773657
102,Occupation,http://data.europa.eu/esco/occupation/07ba3429-cccd-435b-a7d0-c02ba962bbd9,bespoke footwear technician,7,75,753,7536,False,2.0,2.4969,3.3299000000000003,3.5931,21910.066666666666,39.21166666666667,,,3.4871085927544136,0.6401784088840339,Other,51-6041.00,shoe and leather workers and repairers,7,32,8,8.1,"textile, clothing, leather & footwear manufacturing workers",shoe & leather manufacturing workers,0.25,0.55,0.6422616289332564
103,Occupation,http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be,judge,2,26,261,2612,True,5.0,8.364799999999999,7.510599999999998,2.4727,69224.0,33.714285714285715,15553.0,0.0004837431303713204,3.4074726994273528,0.21187907843920628,Other,23-1023.00,"judges, magistrate judges, and magistrates",1,8,2,2.3,business & administration workers,"assistants, clerks & legal workers",0.5,0.5225,0.5111262075065218
